index,l1,l2,l3,l4,l5,l6
1863,0.27347052,0.22875199,0.60753614,0.21004614,0.44371969,0.56974113
1864,0.2724855,0.22800326,0.61054695,0.20745629,0.44257498,0.57119143
1865,0.24757093,0.19867365,0.53310704,0.18051895,0.36792895,0.43665057
1866,0.24739033,0.1978178,0.53275615,0.18418881,0.36938393,0.4414131
1867,0.27601284,0.22847673,0.610954,0.2092863,0.43389615,0.55250347
1868,0.24135515,0.18564057,0.48913556,0.18719178,0.3466295,0.42834318
1869,0.24443254,0.19806993,0.53547513,0.1783011,0.37186676,0.44185093
1870,0.24048196,0.19680306,0.54126215,0.17630531,0.37691945,0.4485054
1871,0.23380071,0.18761948,0.49003088,0.19148803,0.35314935,0.43044996
1872,0.23330143,0.18614574,0.48207206,0.19062129,0.34451318,0.42334175
1873,0.2394626,0.19530067,0.5128625,0.19837363,0.34814972,0.41252849
1874,0.24011803,0.19385983,0.5055789,0.20023265,0.34470046,0.40923953
1875,0.24152806,0.21929634,0.5773902,0.14585319,0.40999994,0.53307015
1876,0.28494537,0.22036043,0.60793626,0.1401611,0.40833467,0.49669325
1877,0.27332708,0.222201,0.58167326,0.14047301,0.38164416,0.45352525
1878,0.27136567,0.2136856,0.5712559,0.13641673,0.38391703,0.46078762
1879,0.27803022,0.22951753,0.5977901,0.1270937,0.43258914,0.52767634
1880,0.25829092,0.22079773,0.5912465,0.14791937,0.36831307,0.44198215
1881,0.24580355,0.22777566,0.6026492,0.15105964,0.42105272,0.55276906
1882,0.21155816,0.19426689,0.5378189,0.14402506,0.40406597,0.5281943
1883,0.22764975,0.21447882,0.55936664,0.14821061,0.4281456,0.58021915
1884,0.238621,0.20986928,0.5546243,0.1457335,0.38330653,0.49803135
1885,0.2564924,0.22515862,0.5864777,0.13826293,0.42596066,0.531489
1886,0.26684242,0.21469253,0.5754468,0.14428753,0.3906009,0.4875615
1887,0.246904,0.23315492,0.6242367,0.15749711,0.4233903,0.5456982
1888,0.26497084,0.21164757,0.5700278,0.13960676,0.38915548,0.47229543
1889,0.21761292,0.2044991,0.54761374,0.14641348,0.4334216,0.56858706
1890,0.24936517,0.21316543,0.5608062,0.14277755,0.3682765,0.4722154
1891,0.2922069,0.23181659,0.6513947,0.1368094,0.4536205,0.5327537
1892,0.26412874,0.22547257,0.58993864,0.14816321,0.36732447,0.44850427
1893,0.2371951,0.21664381,0.5815877,0.14771657,0.43047345,0.5732355
1894,0.2635396,0.22469832,0.5942498,0.13178463,0.44799513,0.5496269
1895,0.20530811,0.18649426,0.52961105,0.13912055,0.41659063,0.55045295
1896,0.2526403,0.21919382,0.59742564,0.14909856,0.37962934,0.4602243
1897,0.23683277,0.21784146,0.6174157,0.15481065,0.41408333,0.52674097
1898,0.24087378,0.21518786,0.6088282,0.1531756,0.39890718,0.4820186
1899,0.2467087,0.21604274,0.55716115,0.1371013,0.38581306,0.49716663
1900,0.22582766,0.20448735,0.54535854,0.1428722,0.38938043,0.51166487
1901,0.27100053,0.22525759,0.58916104,0.14637025,0.36798957,0.44555444
1902,0.25959235,0.21821845,0.5759026,0.1434035,0.3929997,0.495139
1903,0.23265006,0.20837474,0.55843586,0.14142933,0.40347356,0.5257479
1904,0.24360834,0.22007644,0.6070856,0.15366594,0.4116556,0.52315015
1905,0.2624859,0.2234162,0.59187967,0.14106773,0.4141752,0.5126958
1906,0.23667064,0.21780291,0.5854034,0.15038408,0.43254265,0.5606174
1907,0.25267783,0.22114535,0.57164013,0.13407533,0.3969267,0.5044582
1908,0.2536773,0.22102216,0.59355676,0.14900641,0.38123563,0.4737422
1909,0.2172795,0.1946064,0.5278966,0.13577801,0.40780824,0.5353246
1910,0.25711936,0.21666172,0.56439054,0.138569,0.36351687,0.47242278
1911,0.2459863,0.2253051,0.6201211,0.15478086,0.42201617,0.5453798
1912,0.26316133,0.21632196,0.5776769,0.14135098,0.3902598,0.46990913
1913,0.29574358,0.22785115,0.64982396,0.13054878,0.43230712,0.50800097
1914,0.22298822,0.20885989,0.56630254,0.14845373,0.4357062,0.56864136
1915,0.23341055,0.2067059,0.55575913,0.1418571,0.40124488,0.51814955
1916,0.25227806,0.21344367,0.5733144,0.14532247,0.39280915,0.4872535
1917,0.2671827,0.22151124,0.5767761,0.14317062,0.36761862,0.45219684
1918,0.25476578,0.22354338,0.590648,0.15071405,0.38825312,0.497137
1919,0.23576936,0.21008477,0.55114305,0.1392875,0.37676176,0.50053793
1920,0.27564862,0.22659655,0.60210377,0.1344279,0.43683118,0.52559197
1921,0.26193917,0.21216038,0.5736399,0.13956681,0.38117832,0.46689665
1922,0.25237018,0.21542037,0.5790627,0.14329782,0.3943753,0.49121818
1923,0.24010026,0.21733056,0.6097876,0.15293299,0.39938802,0.49792287
1924,0.22860655,0.20852396,0.5547037,0.14428559,0.4181854,0.5427649
1925,0.26208043,0.21257289,0.5690124,0.13978867,0.37136674,0.46205166
1926,0.23466705,0.21405031,0.61349297,0.15425438,0.41003072,0.501097
1927,0.28317988,0.22427282,0.61306345,0.13565159,0.4222219,0.50993633
1928,0.26121208,0.2240036,0.5779104,0.14711855,0.37488478,0.4787466
1929,0.27184457,0.21652555,0.57696646,0.13777721,0.3904195,0.4648843
1930,0.27701145,0.2294372,0.65647244,0.16223116,0.5216295,0.6325859
1931,0.27197468,0.2541312,0.65938336,0.20966499,0.47812515,0.6813093
1932,0.29250103,0.27418235,0.70193434,0.20852518,0.51846933,0.7072632
1933,0.26663303,0.22545356,0.6640455,0.17172107,0.601305,0.7987716
1934,0.22892404,0.17893434,0.47660127,0.18564549,0.35360593,0.44577262
1935,0.28749147,0.26739082,0.6412078,0.20823243,0.44384396,0.6436893
1936,0.27751997,0.24746774,0.6622804,0.19625135,0.48086178,0.7068772
1937,0.30092087,0.24381395,0.6928761,0.15121785,0.4857211,0.5944579
1938,0.23423913,0.20489264,0.6382446,0.15266156,0.57431304,0.77133244
1939,0.26423073,0.20632471,0.6047161,0.1881342,0.5135479,0.6744538
1940,0.25908163,0.24278049,0.72132987,0.15382476,0.5030206,0.6143353
1941,0.2568888,0.22589362,0.6097292,0.17236632,0.427204,0.53985333
1942,0.28777957,0.26414475,0.62614864,0.20950995,0.48860815,0.6432088
1943,0.28527856,0.24638097,0.63710487,0.17024285,0.42767024,0.547227
1944,0.24262038,0.21072647,0.58215636,0.15203296,0.4577716,0.60926
1945,0.28036994,0.24262093,0.631783,0.17217916,0.44006708,0.5499183
1946,0.25101763,0.22677311,0.65370697,0.15932009,0.5099404,0.6713214
1947,0.26548547,0.2385766,0.6092457,0.1861485,0.42971405,0.5567516
1948,0.2328998,0.19707134,0.5580013,0.15194772,0.46751097,0.62331444
1949,0.24703327,0.23207374,0.7248882,0.14644773,0.5150308,0.58856374
1950,0.2653941,0.24279904,0.7204802,0.13418886,0.41584402,0.5271045
1951,0.28186804,0.25462896,0.62333465,0.19540581,0.42861632,0.5876305
1952,0.2454897,0.1973558,0.5747144,0.17174047,0.43593585,0.53424084
1953,0.31012967,0.25254473,0.6925965,0.16654754,0.5181445,0.60130906
1954,0.2805724,0.2426597,0.65361476,0.1924314,0.46935236,0.6911088
1955,0.26047456,0.2314621,0.60925704,0.17910075,0.42811835,0.5502847
1956,0.28940517,0.27641234,0.6998926,0.21815288,0.5208759,0.7311727
1957,0.2348272,0.19743021,0.570363,0.15940006,0.48012152,0.6130124
1958,0.25010452,0.19969597,0.59439456,0.16937621,0.46686724,0.59144324
1959,0.271841,0.22508608,0.6412272,0.1703411,0.4639999,0.6225192
1960,0.25981528,0.2430693,0.7470725,0.12939137,0.45060116,0.5460526
1961,0.24355495,0.19214457,0.5384662,0.18262681,0.39799365,0.48462832
1962,0.28653833,0.2394745,0.64822125,0.19252178,0.45177698,0.6291942
1963,0.27007735,0.24903655,0.62745607,0.21634635,0.4779563,0.6505114
1964,0.29099894,0.2719118,0.67689955,0.21535571,0.4929667,0.69265676
1965,0.23008275,0.18200706,0.47765878,0.18819283,0.35166636,0.4365351
1966,0.2748413,0.21334025,0.59687686,0.17983693,0.4458416,0.5644512
1967,0.27293792,0.25029844,0.62221575,0.21047595,0.48398963,0.66064817
1968,0.24623197,0.2203054,0.6327163,0.16138409,0.5205082,0.6914598
1969,0.2843336,0.24778831,0.65715706,0.15989724,0.40942687,0.51433086
1970,0.24465273,0.19576548,0.5521858,0.18128538,0.42135036,0.5094559
1971,0.28880462,0.2722881,0.6717892,0.21529421,0.48273388,0.69199026
1972,0.22006907,0.21617007,0.71900415,0.1326854,0.53984416,0.58184826
1973,0.276771,0.20781288,0.5827198,0.18822032,0.4189487,0.5276937
1974,0.2329647,0.17767347,0.48867935,0.17893812,0.359285,0.45408094
1975,0.26728207,0.22989547,0.6299321,0.1701363,0.44774753,0.54682815
1976,0.23499411,0.22905318,0.73307085,0.15188494,0.5309734,0.5934907
1977,0.22527651,0.19250375,0.5433469,0.15563694,0.4562952,0.6088557
1978,0.28862938,0.2631622,0.6339408,0.20026474,0.48998407,0.6324434
1979,0.29094034,0.2407757,0.6662384,0.16144173,0.47685322,0.60043526
1980,0.2516999,0.24009746,0.7722173,0.12948544,0.48930222,0.5639728
1981,0.274803,0.20527223,0.57230747,0.18613303,0.416601,0.5155331
1982,0.2802288,0.25780737,0.6684914,0.20525807,0.4995169,0.6790973
1983,0.26838848,0.2339477,0.6346311,0.16873161,0.44685182,0.54847795
1984,0.2442816,0.233278,0.7180937,0.16132618,0.52131134,0.62103635
1985,0.2559987,0.22620547,0.61610043,0.16972047,0.43385434,0.5369329
1986,0.2802664,0.23900473,0.6495788,0.18961649,0.4553875,0.669791
1987,0.23045087,0.18743594,0.5210204,0.16692859,0.42824212,0.56239295
1988,0.25488698,0.23966691,0.70104194,0.15954304,0.5119575,0.6549313
1989,0.2731141,0.20832902,0.5720216,0.19688791,0.41218445,0.49795836
1990,0.23921174,0.18483053,0.51685864,0.18373647,0.37728643,0.46849206
1991,0.27462214,0.21262652,0.59388995,0.19219278,0.45293105,0.5470345
1992,0.3097089,0.25928956,0.7175939,0.166125,0.50550133,0.6109474
1993,0.23683397,0.20309806,0.56810224,0.15498593,0.466254,0.6143793
1994,0.27866754,0.24644962,0.6882577,0.15325765,0.4354814,0.5406895
1995,0.28466046,0.24931914,0.66923666,0.17943569,0.47804773,0.6370969
1996,0.31251085,0.25174,0.7250202,0.15329328,0.502115,0.5907576
1997,0.24302536,0.196816,0.5720737,0.1772817,0.4489051,0.5602131
1998,0.28191257,0.24913916,0.666325,0.17552967,0.47302186,0.6467887
1999,0.23736742,0.22039762,0.6934849,0.15485834,0.53250796,0.6381628
2000,0.27985772,0.25661376,0.62573737,0.21087413,0.4864257,0.6603509
2001,0.2864568,0.25340378,0.6901362,0.16196331,0.45069686,0.5973033
2002,0.27568468,0.21137394,0.588219,0.19292931,0.42982376,0.5462337
2003,0.29186577,0.27613926,0.6944666,0.2091595,0.51444286,0.709895
2004,0.26906124,0.2379002,0.6316365,0.21088529,0.47956553,0.6768049
2005,0.24438366,0.21858016,0.65744346,0.16307332,0.5744773,0.80183244
2006,0.27720386,0.22565296,0.66546667,0.17604828,0.5622927,0.70090556
2007,0.26155946,0.23868896,0.70301056,0.14926305,0.50648254,0.66469127
2008,0.28618705,0.27515706,0.6898627,0.21531539,0.5133953,0.72281474
2009,0.24041563,0.20109302,0.5978502,0.16204244,0.5143261,0.6532841
2010,0.2704361,0.2560426,0.6828717,0.1883306,0.49698317,0.7157288
2011,0.27826038,0.26215115,0.6759857,0.18505625,0.46634948,0.6423104
2012,0.27322337,0.21289608,0.5983344,0.18888348,0.4446771,0.57366323
2013,0.29808193,0.25752842,0.6436945,0.1872933,0.49766105,0.6167364
2014,0.23442018,0.20297779,0.6026776,0.16172715,0.525097,0.67435306
2015,0.28563792,0.26824072,0.67990804,0.21560489,0.5034618,0.6981539
2016,0.24193813,0.19699688,0.5827098,0.16177282,0.44518548,0.5558142
2017,0.27349597,0.25223333,0.67716753,0.1837681,0.4980417,0.7069601
2018,0.25499716,0.23470522,0.6783749,0.15885077,0.52615196,0.68377244
2019,0.25532645,0.22478187,0.6923486,0.15911247,0.58486533,0.8546471
2020,0.295149,0.2733708,0.6946924,0.20360214,0.513049,0.6960186
2021,0.22226296,0.21945794,0.7383592,0.13298987,0.55761486,0.61997056
2022,0.27465144,0.22077869,0.6188623,0.18972148,0.4519214,0.5927452
2023,0.22370702,0.22028281,0.7478058,0.12866919,0.5510082,0.5985657
2024,0.26167858,0.20610783,0.58324194,0.19429204,0.49066353,0.6356503
2025,0.3028651,0.25408205,0.70557857,0.16008294,0.49625546,0.60703677
2026,0.26497805,0.24082759,0.698545,0.14248127,0.4113176,0.5172824
2027,0.22966698,0.1941891,0.5498332,0.1529684,0.46254933,0.62073255
2028,0.26321527,0.22379573,0.6829562,0.15884598,0.60592604,0.8622704
2029,0.32245466,0.25415248,0.71876216,0.15629676,0.5013666,0.5819131
2030,0.2725424,0.21118197,0.5847231,0.20493278,0.43399948,0.5267375
2031,0.2859057,0.26332214,0.62793106,0.21248847,0.489661,0.65697473
2032,0.23947139,0.20223357,0.6092937,0.15803866,0.54836756,0.7136479
2033,0.27195424,0.21224388,0.61576873,0.19055961,0.4936337,0.62475526
2034,0.2849696,0.27273715,0.6853287,0.21119872,0.49002737,0.7044076
2035,0.24250421,0.2298936,0.6966741,0.16258007,0.54755354,0.6968969
2036,0.2686871,0.2323257,0.6285595,0.1994782,0.47005478,0.67729926
2037,0.24631299,0.20464821,0.6503192,0.14970681,0.5716839,0.76673657
2038,0.29100677,0.25268918,0.6863572,0.18307963,0.49736395,0.6464004
2039,0.27705914,0.23060161,0.65155625,0.17526057,0.46226504,0.62563115
2040,0.23891221,0.23094681,0.7165977,0.16413775,0.5351813,0.6403413
2041,0.27887136,0.25462925,0.680063,0.19010311,0.50138664,0.72362876
2042,0.2525819,0.20432404,0.6211226,0.17572248,0.51650214,0.6962408
2043,0.2529454,0.23476249,0.71640676,0.14656624,0.5379224,0.6809299
2044,0.2828587,0.24950288,0.66352063,0.16933277,0.4519708,0.6010382
2045,0.24670844,0.20393264,0.61444557,0.1606926,0.5175866,0.6690234
2046,0.2699232,0.21048474,0.59045386,0.20711297,0.46422672,0.5862056
2047,0.24119475,0.19858411,0.61602354,0.15987605,0.5248734,0.69786704
2048,0.2648771,0.23525551,0.61908257,0.17083202,0.43864584,0.56364244
2049,0.25530276,0.2375873,0.70758486,0.13835225,0.4823308,0.60945755
2050,0.29688343,0.25737816,0.6791316,0.17690006,0.51869345,0.6371914
2051,0.26308864,0.22843097,0.6687833,0.16595417,0.5865026,0.7937301
2052,0.23059644,0.21445355,0.69639903,0.14256868,0.55217254,0.6473495
2053,0.27778578,0.25973958,0.6595783,0.21353024,0.48000735,0.67527664
2054,0.24894507,0.20260157,0.6334721,0.14960918,0.5278138,0.69403446
2055,0.2832864,0.25508863,0.6816448,0.18633023,0.503338,0.71840274
2056,0.27422512,0.22008465,0.6237524,0.17045683,0.4761591,0.5947434
2057,0.2836249,0.24352185,0.6526211,0.17392983,0.46409175,0.59803736
2058,0.3034085,0.25146312,0.65705335,0.1727832,0.50881314,0.6103345
2059,0.26019362,0.22581781,0.6921957,0.15571249,0.58997893,0.86223125
2060,0.2763659,0.22761288,0.62762374,0.19543129,0.45303616,0.6052752
2061,0.27435824,0.24758935,0.69568473,0.15150836,0.46257657,0.6024509
2062,0.29142764,0.26591682,0.66517293,0.19762342,0.50890064,0.6563779
2063,0.2460863,0.21994486,0.63930464,0.16728467,0.54440796,0.7221223
2064,0.28406337,0.2732936,0.68265724,0.21754129,0.4903878,0.70398897
2065,0.23684497,0.19796067,0.588027,0.15783429,0.47684312,0.6006409
2066,0.24520674,0.21722214,0.679997,0.14927933,0.543558,0.65856814
2067,0.2634983,0.24278203,0.62724257,0.21526404,0.4789501,0.66044927
2068,0.27417827,0.21852866,0.6191275,0.18187718,0.45738322,0.60121906
2069,0.2479254,0.22535144,0.66264486,0.1630727,0.55013055,0.74085414
2070,0.2633056,0.23219752,0.6865414,0.15251717,0.53457725,0.6871625
2071,0.27746826,0.23080392,0.6230781,0.19555971,0.44514936,0.630357
2072,0.28628284,0.24031655,0.66500235,0.17998578,0.46092606,0.6323268
2073,0.24204898,0.21098241,0.661089,0.15462229,0.5905976,0.80817854
2074,0.28644493,0.27203435,0.66694075,0.20604117,0.45628074,0.66516477
2075,0.23335303,0.22936241,0.76078665,0.12885731,0.5300354,0.5907962
2076,0.27481943,0.21620768,0.60510474,0.18199426,0.44885385,0.57479656
2077,0.27526283,0.2197809,0.6323864,0.1764954,0.50170404,0.6132832
2078,0.25642076,0.23268098,0.69886243,0.1505053,0.54730535,0.66703296
2079,0.29974878,0.2657085,0.71179736,0.18568799,0.5075947,0.6677354
2080,0.24151567,0.19337665,0.5522759,0.1650387,0.44212854,0.5773067
2081,0.2741023,0.2529238,0.6702042,0.18307175,0.4684073,0.6275094
2082,0.2421928,0.23146549,0.7483334,0.13320124,0.5102494,0.5864993
2083,0.25311953,0.20847489,0.6625153,0.15743405,0.5766083,0.7967313
2084,0.28306866,0.2640087,0.6604756,0.19505666,0.44687736,0.61781645
2085,0.23303737,0.19894214,0.57801443,0.1574834,0.4913203,0.63152975
2086,0.23976058,0.19783106,0.60711145,0.14809567,0.5117261,0.674451
2087,0.24998945,0.23454985,0.7269811,0.140286,0.5042611,0.61495614
2088,0.28328314,0.27089894,0.68370324,0.20078428,0.47927982,0.69287413
2089,0.23391639,0.17919278,0.5003294,0.1783927,0.38219497,0.48897114
2090,0.28448114,0.24776658,0.64667946,0.17325774,0.4420652,0.5768208
2091,0.28745672,0.26875305,0.6571758,0.20467727,0.50222355,0.67276084
2092,0.2682265,0.22696045,0.67324835,0.16994035,0.5912884,0.7562687
2093,0.2515022,0.22789408,0.6619243,0.16146547,0.53562146,0.7070166
2094,0.2681738,0.23859942,0.6856353,0.15574032,0.5000562,0.66265756
2095,0.27057737,0.23129094,0.6849929,0.16045713,0.5599781,0.67436886
2096,0.27664018,0.22831973,0.62475693,0.19807899,0.45198053,0.61765957
2097,0.23724362,0.20993856,0.61943203,0.16181639,0.54483724,0.71587515
2098,0.2721398,0.24774756,0.66514206,0.20364234,0.48135477,0.69663495
2099,0.2395805,0.22634332,0.7124323,0.14532277,0.5455086,0.64433616
2100,0.22613652,0.2172911,0.7036756,0.14585288,0.53688896,0.6010955
2101,0.24459997,0.2002839,0.5899967,0.18678966,0.49497065,0.6324091
2102,0.28326923,0.25100487,0.6852746,0.17347376,0.47922865,0.6635781
2103,0.26674896,0.21520288,0.6434909,0.18190023,0.5666474,0.73832583
2104,0.24826561,0.21822312,0.61091983,0.15332404,0.47459507,0.63159806
2105,0.2715292,0.22437018,0.6305549,0.16894296,0.467161,0.60773206
2106,0.28157187,0.24654862,0.6910757,0.16275924,0.4754992,0.64207786
2107,0.25997663,0.24030565,0.7061016,0.13181877,0.44347242,0.5517221
2108,0.26156706,0.21045992,0.63041174,0.17645308,0.54601574,0.74049604
2109,0.27772188,0.24334098,0.67532134,0.153192,0.39655977,0.49573016
2110,0.2816742,0.26427847,0.66422653,0.2114904,0.49341726,0.69736904
2111,0.2522077,0.2183083,0.6903538,0.15556338,0.613863,0.85528296
2112,0.26696274,0.23441704,0.6309244,0.16940199,0.44586113,0.56284815
2113,0.28011012,0.2508319,0.6756206,0.18515074,0.49675393,0.66978055
2114,0.24732181,0.20560125,0.65164524,0.15001792,0.58052385,0.80532604
2115,0.2749781,0.24546072,0.6516096,0.17489004,0.45711702,0.58794135
2116,0.283325,0.24904673,0.6764248,0.16324538,0.44633436,0.57388943
2117,0.27581915,0.21518072,0.59515613,0.18421476,0.44764218,0.54383767
2118,0.24494886,0.1973742,0.6027098,0.15506276,0.48123735,0.6139748
2119,0.2617865,0.2198088,0.6898011,0.1538956,0.615039,0.8901312
2120,0.2840901,0.26773962,0.65446186,0.2079994,0.50004494,0.6890574
2121,0.23715137,0.21150939,0.6356659,0.16358218,0.5671875,0.7605957
2122,0.2848105,0.2512933,0.69209886,0.16807845,0.47258297,0.650074
2123,0.26939085,0.24498686,0.6324433,0.18082938,0.44266838,0.5784416
2124,0.24759191,0.22686863,0.68802834,0.16165677,0.5720557,0.7928605
2125,0.24430235,0.22749913,0.6998869,0.16485512,0.55168986,0.7201934
2126,0.253905,0.22423692,0.6775409,0.16031623,0.5643148,0.6930976
2127,0.23690052,0.20758525,0.59886944,0.15756746,0.500505,0.6500802
2128,0.28457344,0.25001627,0.68775964,0.18272741,0.4912455,0.6902819
2129,0.25770307,0.2285817,0.6882138,0.16221273,0.5709386,0.7924541
2130,0.25151485,0.23381527,0.6852527,0.16401632,0.5364821,0.69744986
2131,0.2714618,0.23089916,0.62661266,0.1934424,0.45300007,0.6600887
2132,0.25243747,0.23558542,0.7355237,0.12963378,0.47959828,0.5742049
2133,0.22103915,0.21300876,0.70434034,0.13521524,0.5546328,0.61776364
2134,0.257796,0.2257411,0.67220485,0.1623039,0.54229784,0.6975575
2135,0.27592534,0.2113035,0.5893121,0.17688638,0.44182092,0.55190814
2136,0.29445305,0.26892275,0.6982569,0.19276226,0.5163852,0.68931884
2137,0.2949515,0.27832454,0.70384187,0.21560967,0.5222968,0.7258909
2138,0.2826603,0.24236108,0.64235634,0.17126034,0.44667426,0.55946463
2139,0.23180562,0.17502205,0.48579663,0.17844404,0.36562034,0.4638741
2140,0.2334878,0.17698447,0.4860373,0.1793043,0.36538061,0.46297643
2141,0.23313425,0.17814547,0.49939346,0.17919165,0.3769182,0.47816828
2142,0.23243868,0.18248092,0.516931,0.17953208,0.39550778,0.5059419
2143,0.23700856,0.18729201,0.5428797,0.17263427,0.4320472,0.5479953
2144,0.24167663,0.19503453,0.5677078,0.1629763,0.46522853,0.5842978
2145,0.23773393,0.1833437,0.5289749,0.17657486,0.4070045,0.52452534
2146,0.23496187,0.18007053,0.5098524,0.17855553,0.39338246,0.5026082
2147,0.23351726,0.18241349,0.47685644,0.18718128,0.3532874,0.44025546
2148,0.23629159,0.18054008,0.48057136,0.18625328,0.35783422,0.44659865
2149,0.23510522,0.1896089,0.55484223,0.17231002,0.43773508,0.5511007
2150,0.23824197,0.18768369,0.5445553,0.18023568,0.41321394,0.51782817
2151,0.2765207,0.22878982,0.6373008,0.18615468,0.4630536,0.616549
2152,0.28239974,0.23444104,0.6410769,0.19061267,0.4560728,0.61749995
2153,0.23617569,0.17939165,0.49149626,0.18210933,0.36575985,0.46253008
2154,0.23444924,0.17856076,0.4823819,0.18638854,0.35815513,0.4498425
2155,0.24307433,0.20065178,0.59796923,0.16369355,0.5036788,0.6399518
2156,0.24001788,0.19651088,0.581178,0.16632195,0.4692072,0.593061
2157,0.23962182,0.22581607,0.6329082,0.2064547,0.4345183,0.51113725
2158,0.22609666,0.23003924,0.59065306,0.23458815,0.4344901,0.43821853
2159,0.23797458,0.2111711,0.6253216,0.18446094,0.47982976,0.5819433
2160,0.24528609,0.22120327,0.612504,0.18338855,0.39584193,0.48568752
2161,0.24520719,0.14547941,0.4131274,0.4342978,0.26998216,0.3690238
2162,0.24117735,0.22380003,0.64307845,0.16957766,0.42371356,0.5073054
2163,0.24144302,0.19893911,0.55913806,0.19042662,0.3605986,0.40062296
2164,0.2303448,0.21880046,0.6249139,0.14364445,0.40428692,0.4977738
2165,0.24796051,0.2268448,0.6022968,0.19266753,0.39645132,0.48233435
2166,0.23019558,0.226607,0.587881,0.25527805,0.46654275,0.46105257
2167,0.24059156,0.14858255,0.41917711,0.43674684,0.27023482,0.36716107
2168,0.24048375,0.21417186,0.6235374,0.15608416,0.40600038,0.48284653
2169,0.23996666,0.22813562,0.6091562,0.2561721,0.47971398,0.4943799
2170,0.24254456,0.20783225,0.6157266,0.17121433,0.45681816,0.55805695
2171,0.24102184,0.22832263,0.62817967,0.21539679,0.4304185,0.4890839
2172,0.2504018,0.22566253,0.588296,0.19356924,0.3776405,0.46889958
2173,0.2216837,0.22410604,0.57468104,0.20341456,0.36727932,0.42800304
2174,0.21945265,0.22626218,0.5761422,0.21113348,0.3909095,0.42484716
2175,0.23338376,0.20586595,0.61376715,0.17376296,0.47570327,0.5801064
2176,0.2438648,0.1767657,0.5050525,0.32247156,0.33359617,0.39841986
2177,0.23491338,0.21639684,0.6332156,0.1517284,0.41962284,0.5115135
2178,0.23967749,0.2052983,0.56414473,0.1932402,0.35724744,0.3939027
2179,0.25589362,0.20234261,0.57703227,0.21989375,0.41553995,0.49283472
2180,0.24804315,0.21983352,0.6430068,0.17446041,0.4214489,0.501261
2181,0.24548031,0.22693692,0.65625226,0.19927485,0.45362028,0.54159683
2182,0.22635245,0.22817025,0.59022343,0.24480025,0.45773947,0.45677352
2183,0.24073869,0.22817792,0.61523414,0.24151129,0.4703893,0.51500154
2184,0.21546161,0.2028023,0.5817158,0.17597035,0.40714848,0.49464524
2185,0.26442745,0.21406142,0.6165896,0.19126816,0.39843252,0.44557774
2186,0.25025046,0.16448909,0.4579878,0.34253687,0.31981432,0.4098032
2187,0.24679363,0.21995069,0.6253457,0.17550138,0.39500052,0.48132217
2188,0.22452536,0.21918996,0.5645705,0.20401573,0.3873773,0.44468814
2189,0.21609595,0.22697102,0.56846935,0.20326023,0.37807858,0.429095
2190,0.23435223,0.22045293,0.6367235,0.17725381,0.4241478,0.50096476
2191,0.2465672,0.20120199,0.567348,0.18914664,0.3654409,0.40421158
2192,0.23593384,0.16017306,0.45529097,0.39121068,0.29388738,0.37200734
2193,0.24961722,0.23072071,0.59594023,0.19719183,0.3891166,0.47844934
2194,0.24661817,0.15483567,0.4331224,0.38626373,0.29019397,0.38279825
2195,0.23190722,0.22520585,0.57739186,0.24552347,0.46551126,0.47973433
2196,0.24363548,0.22828087,0.6002437,0.21974726,0.4293697,0.4996754
2197,0.23309168,0.22606263,0.6191444,0.22585626,0.43765664,0.48187673
2198,0.23757371,0.22331898,0.6258941,0.15064673,0.41814762,0.5301279
2199,0.24230132,0.21317789,0.6349418,0.16466764,0.41460478,0.49071455
2200,0.253523,0.21321878,0.6137433,0.18710855,0.44382173,0.51993155
2201,0.21566904,0.2058087,0.58897215,0.16468337,0.382127,0.45961863
2202,0.23657301,0.208917,0.5659994,0.196056,0.3692559,0.411592
2203,0.25600755,0.20834693,0.60401034,0.1886428,0.39287674,0.43891218
2204,0.24443485,0.21720341,0.6047729,0.18412578,0.39041716,0.4775672
2205,0.22456576,0.2049465,0.59993976,0.17871146,0.4573118,0.5678197
2206,0.23837273,0.22788247,0.58564377,0.23476815,0.44983757,0.49510834
2207,0.22859761,0.23068777,0.5983275,0.2392534,0.4119553,0.42151567
2208,0.22106214,0.20877069,0.5481805,0.2017365,0.39436918,0.44904372
2209,0.22554825,0.21437724,0.6260648,0.17313343,0.39428508,0.44404835
2210,0.25778764,0.1727795,0.48959345,0.32275587,0.34586304,0.43623352
2211,0.2468077,0.21885583,0.6334031,0.16956179,0.4044233,0.4868332
2212,0.26000673,0.21776617,0.64080995,0.19428067,0.41181624,0.4724314
2213,0.23040794,0.22395311,0.59067446,0.2583632,0.48647702,0.4883618
2214,0.2189383,0.20071524,0.58828306,0.1868,0.4581713,0.5744231
2215,0.22743057,0.22138985,0.5828879,0.252397,0.47591826,0.474031
2216,0.21188736,0.20764422,0.5958203,0.16567731,0.38703722,0.45739287
2217,0.24979213,0.18708271,0.5335932,0.2800051,0.34726685,0.40173644
2218,0.23589446,0.21474046,0.6349217,0.15712453,0.4185325,0.4968652
2219,0.2472196,0.22162145,0.6216743,0.19497561,0.4124074,0.49138653
2220,0.23636329,0.22852921,0.58001494,0.23906049,0.45553315,0.4845708
2221,0.23537683,0.23401755,0.61852974,0.22769926,0.41928506,0.46634406
2222,0.2565071,0.20611271,0.5808504,0.20205119,0.3693877,0.40436864
