,Astro,Chandelier,Endo,L2/3 IT,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5_Lhx6,Micro-PVM,OPC,Oligo,Pax6,Pvalb,Sncg,Sst,VLMC,Vip
67,0.07502972510306935,0.002172404790936658,0.0008705351386525701,0.24276204766552947,0.11890602433225986,0.018708441972081567,0.10787078856058628,0.042029850677065154,0.03948610548038242,0.054977439117227835,0.013226415992157148,0.031821305881372844,0.013758562335709438,0.005436884188620804,0.0030906459035355267,0.01179391605250891,0.1288647054939613,0.0033441534688375164,0.02008337650120307,0.0043361763518909606,0.03635403826594909,0.008560321836565092,0.016516134889897255
69,0.06069373572820582,0.002302565486847711,0.00022828538803328478,0.25749750841502195,0.1725511434268444,0.009826352248920965,0.12961606324754427,0.04179291151802984,0.032886438445377156,0.05002420491415259,0.01909151601509774,0.029492238171809227,0.01190207629709168,0.004677478303472546,0.004108459844505704,0.011708581570411145,0.0649473021574318,0.0035133657874296394,0.015921014147268903,0.00557934107493085,0.04323320546340533,0.008789984543231193,0.019616227804936194
71,0.06377291565289005,0.0018119153917521902,0.00024211662986537002,0.25878309719455195,0.15866440597359616,0.011320226608629675,0.12109742697017911,0.043922279322170375,0.033326612492134575,0.050052041830049694,0.018403743057318737,0.03226196178726857,0.012001227713226065,0.004757041686447368,0.0032988300018591482,0.009690580338116159,0.08089714088789389,0.0037607393155207093,0.017619640257950608,0.004670082773366582,0.04110122256147055,0.009748455353804546,0.018796296199937963
73,0.06532270256085342,0.002030891730360667,0.00020862542398415978,0.24940511625736833,0.1656829289477968,0.011027367557790914,0.12073620452544745,0.044414900782575616,0.036090900570212824,0.04885674083135051,0.022116936666149178,0.035226911443118666,0.011793167946587982,0.004793653573721273,0.003426648492350952,0.010483814456222311,0.07188059521380405,0.003610934480277254,0.01682391414435157,0.005001915455765751,0.043854460044612645,0.008552083724211722,0.01865858517108566
75,0.06188537175292522,0.001957391178921024,0.00016549858033773794,0.25144402064691335,0.16405026983482252,0.010130787908677621,0.12623219396153587,0.04413399114452514,0.0323949013229625,0.052246517876285384,0.017947692899068446,0.031161913376457254,0.011493778580958259,0.004900829669044081,0.0031394395603054352,0.010178277859873996,0.08315670603555496,0.003470079154021948,0.017252911098988036,0.004845308849432734,0.04228591200769875,0.006203672353973993,0.01932253434671612
77,0.06450400662244253,0.0021439492462147314,0.00024249422296098618,0.2482506966086432,0.16325013460342858,0.010650327241512839,0.12534866458485663,0.04422533822933486,0.03607346069558106,0.05033787840619499,0.023132593363408407,0.03592498961689736,0.012094168985442378,0.004762673972103177,0.0037875813751280497,0.011368549543009893,0.06145463694587205,0.0037921445334388616,0.01596903659284303,0.0055396361151395165,0.04708237851224389,0.010227944148291776,0.019836715835011193
79,0.06170748674224137,0.002092443035680395,0.00020097542226849645,0.2555101692536348,0.16293401357506573,0.010385789694694187,0.12970865850699143,0.04327856528137284,0.033998546085745644,0.05002469216313493,0.019521771356565232,0.03374632039308705,0.011588044560028384,0.004844888724195528,0.003047420941768302,0.010372531653291195,0.06821890809293366,0.0036161760243643374,0.016625941695312615,0.005106930290013439,0.04482111758152201,0.008900508959422269,0.01974809996666623
81,0.05938809562522784,0.0022415718686280197,0.00016871816103102876,0.2593518496624269,0.17111054409716453,0.008901590073902038,0.12811908087474724,0.04058038842949382,0.03196668320742311,0.05185978558054286,0.01587500242984144,0.0292148281544461,0.01109725219609693,0.0045064596795363265,0.003037090248122764,0.010754407437535208,0.07940799174734339,0.0033391976301940557,0.01673912796155176,0.0047776120791761245,0.04183389243794838,0.00569090557757739,0.020037924840042732
83,0.061309254067053835,0.002152062418144962,0.00016757519821864654,0.25826485451690445,0.1667830551675676,0.009692251794826903,0.1272367926171157,0.04216057343315388,0.03173537471101192,0.05167190284377498,0.01771730918781212,0.030952892449142125,0.011710269963697312,0.004828205679566039,0.003232796339050653,0.010944152257936676,0.07399678228214765,0.0036052199694599036,0.016716813175014694,0.005202372620173767,0.043726087903441097,0.005738402254462343,0.020454999150322718
85,0.059087579416608395,0.002017209472133118,0.00013577708788717238,0.2610130159244112,0.1658823230516953,0.009177784552000266,0.12872274420943,0.0433234900932366,0.031400452563176175,0.05209469893792833,0.015789236395092346,0.030403079068778253,0.010868854191659772,0.004648448910164456,0.002944992627275973,0.010243709123590447,0.08133437876755287,0.003284761149867898,0.01693881714438648,0.004563029646321746,0.04158604713907835,0.0049889586289663486,0.01955061189875878
